Post ID,Intl.,Entry type,Campaign Areas,Communities,Tags,Campaigning organizations (private),date,Clean Date (Based on original hiddne column),Actors: Divesters /  Endorsers / Previously Complicit / Not Previously Complicit,growth,Headline,Summary,Case source(s),Link(s) to mainstream media coverage (national or international),City,Countries,World Regions,“Quote” ,Author of Quote ,Affiliation of author,Quote Source,Type of loss,Loss (in millions USD),Photo(s) + source link,Other Multimedia,Imp. Level of Case,Did this success bring about the end of the campaign?,,
791,HK,Success,General,-,Gaza,Campaign Against the Arms Trade,30-01-2015,30-01-2015,Crown Prosecution Service,1,Crown Prosecution Service (CPS) drops trial of anti-drone protesters at last minute,Protesters had been charged with illegally closing down a UAV Engines Ltd. Factory for two days. Case collapsed because either Elbit Systems and/or the UK government declined to comply with court order to disclose information on arms exports to Israel. ,http://londonpalestineaction.tumblr.com/post/109598110614/israeli-arms-company-and-uk-government-running,http://www.independent.co.uk/news/uk/crime/outcry-as-cps-drops-trial-of-anti-drone-protesters-at-last-minute-10014839.html,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
792,RF,Success,General,Student Solidarity,-,Sussex Friends of Palestine,01-02-2015,01-02-2015,National Union of Students,1,National Union of Students (UK) postgraduates' conferences votes for BDS,"The postgraduates' conferences of the UK's National Union of Students, which represents 7 million students vote to back the BDS campaign.",https://electronicintifada.net/blogs/michael-deas/sussex-students-join-uks-wave-israel-boycotts,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,"https://electronicintifada.net/sites/default/files/styles/original_800w/public/2015-03/150330-sussex2.jpg?itok=8SBl6xPC&timestamp=1448949295
https://electronicintifada.net/sites/default/files/styles/original_800w/public/2015-03/150331-sussex.jpg?itok=FRcC1nuw&timestamp=1448949295",-,2,0,,
793,RF,Success,Divestment,Student Solidarity,-,-,01-02-2015,01-02-2015,*University of Essex Student Union ,1,"The student union at the University of Essex, UK, passes BDS motion","In a cross-campus referendum, 806 students vote in favor of BDS (68 percent of votes cast), compared to just 373 votes against.",https://www.facebook.com/events/760373490653542/permalink/760632823960942/,http://www.huffingtonpost.co.uk/malaka-shwaikh/sussex-bds_b_6961884.html,Essex,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
794,LN ,Success,Cultural Boycott,-,Music ,-,01-02-2015,01-02-2015,*UK artists ,2,Over 1150 artists from across the UK have pledged to endorse the cultural boycott  ,"Over 1000 actors, musicians, artists and writers across the UK have endorsed a cultural boycott of Israel by adding their names to the Artists' Pledge for Palestine, launched in February 2015. Brian Eno, Kate Tempest, Jarvis Cocker, Caryl Churchill and Richard Ashcroft are among many high profile individuals. ",https://artistsforpalestine.org.uk/introduction/a-pledge/,http://www.theguardian.com/world/2015/feb/13/cultural-boycott-israel-starts-tomorrow,- ,United Kingdom ,Europe and Central Asia,"I strongly believe that BDS, a non-violent boycott, is a means to a resolution, and it is supported by many liberal Israelis who... understand that the violence is harming everyone including Israelis themselves",Carol Drinkwater ,Writer and actress ,https://artistsforpalestine.org.uk/introduction/signatories-statements/,-,-,http://hyperallergic.com/183208/nearly-1000-uk-artists-commit-to-cultural-boycott-of-israel/,-,2,0,,
795,HK,Success,General,-,Governmental,-,04-02-2015,04-02-2015,*European Union,3,Group of 63 members of EU parliament call on EU foreign policy chief to suspend EU-Israel Association Agreement,"Not only do the MEP's call for ending the association agreement, which facilitates largely unrestricted trade, they also call for restrictive measures such as sanctions to be imposed on Israel. Letter had broad participation amongst the five biggest political blocs in EU.",https://electronicintifada.net/blogs/michael-deas/dozens-european-parliamentarians-call-end-eu-israel-treaty,-,Brussels,Europe,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
798,RF,Success,General,Student Solidarity,-,-,10-02-2015,10-02-2015,Kingston University,1,"Students at Kingston University, UK, vote through BDS motion","A motion to back the global BDS movement passes at a student meeting at the University of Kingston, in south west London.",https://electronicintifada.net/blogs/michael-deas/sussex-students-join-uks-wave-israel-boycotts,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
800,RF,Success,General,Student Solidarity,-,-,10-02-2015,10-02-2015,Goldsmiths University,1,Goldsmiths students vote in favor of BDS,Goldsmiths SU student overwhelmingly votes to support a global campaign of BDS in order to increase pressure on Israel to end the occupation of Palestine. The motion erupts into a heated debate as attempts were made by both university faculty and students to label the campaign as anti-Semitic. Students in favor of the vote remind others that BDS is not an attack on individuals but a way of breaking ties with governments and institutions that violate human rights. ,http://www.theleopard.co.uk/goldsmiths-su-votes-overwhelmingly-to-support-campaign-to-end-israeli-occupation-of-palestine/,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
801,RF,Success,Divestment,-,-,Comité de Solidariedade com a Palestina,12-02-2015,12-02-2015,Worten,1,Portuguese retailer Worten cuts ties with SodaStream,"Portuguese electrical retailer Worten no longer sells SodaStream products in its 135+ stores across the country. The decision comes after pressure from campaigners who pointed out SodaStream’s appalling violation of Palestinian human rights, first in the illegal settlement of Mishor Adumim and then against Palestinian Bedouins in the Negev.
",http://bdsmovement.net/2015/portuguese-retailer-worten-drops-sodastream-13589,-,Lisbon,Portugal,Europe and Central Asia,-,-,-,-,-,-,https://upload.wikimedia.org/wikipedia/commons/b/b9/Logo_2x.png,-,2,0,,
804,HK,Success,Divestment,,Settlements,-,25-03-2015,25-03-2015,*Safeage and Puma,2,Safege (Consulting Engineers) and Puma withdraw from Jerusalem Cable Car project after government warning,Safeage and Puma withdrew from Jerusalem cable car project because it aimed to connect illegal settlements to Israel. Was warned about legal risks by government.,http://bdsmovement.net/2015/french-firms-pulls-out-of-jerusalem-cable-car-after-government-warning-13074,-,,France,Europe and Central Asia,-,-,-,-,-,-,-,-,1,0,,
805,RF,Success,Academic Boycott,Student Solidarity,-,The Palestine Society ,28-02-2015,28-02-2015,School of Oriental and African Studies (SOAS),1,SOAS university backs BDS in landslide campus-wide referendum,"Students, faculty and contract staff at the London campus are eligible to vote and - after five days of voting - an overwhelming 73 percent of more than two thousand voters backed the boycott.",https://electronicintifada.net/blogs/rana-baker/londons-soas-backs-israel-boycott-referendum-landslide,-,London,United Kingdom,Europe and Central Asia,"By voting in favor of the academic boycott, the SOAS community has confirmed its unwavering commitment to freedom, equality and justice for all Palestinians and has reasserted its call for an end to Israeli apartheid, oppressive occupation, and settler-colonialism.",-,Campaign Press Release,https://electronicintifada.net/blogs/rana-baker/londons-soas-backs-israel-boycott-referendum-landslide,-,-,https://electronicintifada.net/sites/default/files/styles/original_800w/public/2015-02/11025812_1596384640575285_5911913522127833997_n.jpg?itok=ZTbLNyfH&timestamp=1448949295,-,2,0,,
806,RF,Success,General,Student Solidarity,-,-,01-03-2015,01-03-2015,Brickbeck Univeristy of London,1,"Birkbeck, University of London, votes to back BDS","A vote to join the BDS movement passes through the student democratic forum of Birkbeck, University of London.",https://electronicintifada.net/blogs/michael-deas/sussex-students-join-uks-wave-israel-boycotts,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
807,RF,Success,General,Student Solidarity,-,Strathclyde Students for Palestinian Human Rights,01-03-2015,01-03-2015,Strathclyde University Student Association,1,Strathclyde University students vote for BDS,"The University of Strathclyde Student Association (USSA) agrees to support the global movement boycotting Israel, passing policy on boycott, Divestment and Sanctions (BDS) which calls for a boycott of all companies complicit in the occupation of Palestinian territories.",http://thirdforcenews.org.uk/tfn-news/university-students-agree-to-boycott-israel,-,Glasgow,United Kingdom,Europe and Central Asia,"In 1984, the students of Strathclyde showed solidarity to those fighting inequality in South Africa, electing Nelson Mandela as an honorary member of the Union. Now, carrying on in this tradition, the union is courageously backing the Palestinians in their struggle for basic human rights. ",Matt Crilly,President of Strathclyde Students for Palestinian Human Rights,http://thirdforcenews.org.uk/tfn-news/university-students-agree-to-boycott-israel,-,-,-,-,3,0,,
810,RF,Success,General,Student Solidarity,-,-,06-03-2015,06-03-2015,Oxford University,1,Oxford University students reject anti-BDS motion,Students at the prestigious UK university reject an attempt to commit the students union to oppose moves to boycott Israel.,http://www.jewishnews.co.uk/oxford-union-votes-consider-israel-boycott-nus-conference/,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,http://www.jewishnews.co.uk/wp-content/uploads/2015/03/radcliffcamera-e1425653783268.jpg,-,2,0,,
812,RF,Success,General,Trade Union,-,-,09-03-2015,09-03-2015,Workers Union of Tunisian Migrants (UTIT),1,The Union des Travailleurs Immigrés Tunisiens (UTIT) signed on to BDS France's campaign,"Over 100 organizations and trade unions have signed endorsed BDS France's mission, including the Tunisian Immigrant Workers (UTIT). ",http://www.bdsfrance.org/qui-sommes-nous/signataires-de-la-campagne-bds-france/,-,Paris,France,Europe and Central Asia,-,-,-,-,-,-,-,-,,0,,
814,HK,Success,General,-,"Environmental, NGO ",BDS Italy,19-03-2015,19-03-2015,"*WWF Italy, Greenpeace Italy, Legambiente",1,Green organizations distance themselves from Israel,"WWF Italy, Greenpeace Italy and Legambiente confirmed that there was no current or planned cooperation between them and Council for a Beautiful Isreal. They also declined a sponsered trip to Israel.",https://electronicintifada.net/content/beautiful-israel-group-misleads-cooperation-greenpeace-wwf/14356,-,,Italy,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
816,RF,Success,General,Student Solidarity,-,-,26-03-2015,26-03-2015,National Union of Students,1,National Union of Students (UK) womens conferences votes for BDS,"The women's student conference resolves ""to boycott companies that benefit from the illegal occupation of the West Bank.""",http://s3-eu-west-1.amazonaws.com/nusdigital/document/documents/12525/2b4caad750aa5e93eaf58249e060171f/CD6_Motions_v4.pdf,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
82,RF,Success,Cultural Boycott,-,"Film, Personality ",-,01-06-2008,01-06-2008,Jean Luc Godard,2,Jean-Luc Godard refuses invitation to Tel Aviv Film Festival,"The legendary French film director refuses an invitation to attend the Tel-Aviv film festival and receives thanks and congratulations from Tadamon, a Montreal collective.",http://www.nytimes.com/2008/06/03/arts/03arts-GODARDCANCEL_BRF.html,http://www.nytimes.com/2008/06/03/arts/03arts-GODARDCANCEL_BRF.html,Paris,France,Europe and Central Asia,-,-,-,-,-,-,http://1.bp.blogspot.com/_W_hPHI-p3O8/TIY0wsgSbwI/AAAAAAAAE_Y/LCq0jxv-1P0/s400/Jean-Luc-Godard-no-oscar.jpg,-,3,0,,
826,LN,Success,General,-,"Governmental, Personality ",- ,17-04-2015,17-04-2015,UK Green Party ,3,UK Green Party leader supports cultural boycott of Israel,"Natalie Bennet, who became leader of the Green Party in 2012, said she backed the boycott of Israeli artists, musicians, and academics. The Green Party is the only UK mainstream political party that supports the BDS movement. ",http://www.thejc.com/news/uk-news/134303/green-leader-natalie-bennett-backs-cultural-boycott-israel,http://www.haaretz.com/world-news/1.652408,London ,United Kingdom ,Europe and Central Asia,We need to get the message across to the Israeli state. It needs to comply with international law and human rights,Natalie Bennet ,Leader of the UK Green Party ,http://www.thejc.com/news/uk-news/134303/green-leader-natalie-bennett-backs-cultural-boycott-israel,-,-,-,-,2,0,,
83,RF,Success,Consumer Boycott,Trade Union,-,-,07-06-2008,07-06-2008,UNISON,1,UNISON asks members not to buy Israeli products,"The major British public services union UNISON asks members to stop purchasing Israeli products, stating that ""ending the occupation demands concerted and sustained pressure upon Israel, including an economic, cultural, academic and sporting boycott.""",http://cms.unison.co.uk/MotionText.asp?DocumentID=999068,-,London,United Kingdom,Europe and Central Asia,"Ending the occupation demands concerted and sustained pressure upon Israel, including an economic, cultural, academic and sporting boycott...The occupation needs to end so that everyone can live together. And I believe that Israelis and Palestinians do want to live together.""",Tracy Morgan,Delegate of Unison,http://cms.unison.co.uk/MotionText.asp?DocumentID=999068,-,-,-,-,3,0,,
830,RF,Success,Divestment,-,Financial,-,22-04-2015,22-04-2015,Barclays bank,2,Barclay no longer a shareholder in Israeli drone manufacturing company,"UK bank Barclays divests its shares in Elbit Systems, an Israeli military company that manufactures drones, after a series of public protests and an online petition that garned over 1.7 million signatures. Elbit profits from Israel's state-sanctioned killing of Palestinians, its role in upholding the Apartheid Wall, and from the world-wide proliferation of drone warfare.",http://bdsmovement.net/2015/barclays-bank-no-longer-listed-as-elbit-systems-shareholder-13107,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,"http://www.bdsmovement.net/files/2015/04/Screen-Shot-2015-04-21-at-17.55.191.png
http://www.bdsmovement.net/files/2015/04/Barclays-Sticker2.jpg",-,2,0,,
844,HK,Success,Academic Boycott,-,-,Belgian Acadamic and Cultural Boycott of Israel (BACBI),15-05-2015,15-05-2015,*Belgian Academics,1,More than 450 Belgian Academics pledge to join boycott of Israel,The more than 450 Belgian academics pledged themselves to the boycott. They aim for everything from the release of political pisoners from Israel prisons to abandoning any and all institutional collaboration. ,http://www.bacbi.be/bacbi-pr.htm,-,-,Belgium,Europe and Central Asia,-,-,-,-,-,-,-,-,0,0,,
